user_id,amount,merchant,category,country,device_type,payment_method,balance_before,balance_after,is_foreign_transaction,transaction_status,timestamp
3861b8ec,127.23,IKEA,Food,UK,Windows,ApplePay,7515.62,7388.39,1,Completed,2025-08-08 13:09:11.662318
a7b599fb,137.8,Starbucks,Subscriptions,UK,Android,ApplePay,6644.61,6506.81,1,Completed,2025-08-24 12:24:57.435063
fd5030c7,104.77,Starbucks,Shopping,Poland,Android,Card,5769.42,5664.65,0,Failed,2025-08-28 07:32:14.331631
59527dd4,65.28,Starbucks,Entertainment,Poland,Android,ApplePay,2798.98,2733.7,0,Failed,2025-10-04 00:26:57.830863
5ee76956,34.78,Apple,Transport,Germany,Windows,Transfer,2591.1,2556.32,1,Failed,2025-09-28 14:06:18.514575
4ed96c7d,75.37,Shell,Food,Germany,iPhone,GooglePay,8942.06,8866.69,1,Pending,2025-07-16 23:11:31.709764
03dfdb2d,100.47,Amazon,Shopping,Spain,MacOS,GooglePay,6385.16,6284.69,1,Completed,2025-08-15 21:27:05.309008
c91c9e0a,80.78,Apple,Fuel,Poland,iPhone,Card,5853.66,5772.88,0,Pending,2025-09-23 23:24:16.683086
e0ee2924,167.21,Apple,Transport,Poland,iPhone,Transfer,5026.67,4859.46,0,Completed,2025-09-12 10:34:04.216519
39785e65,117.54,Apple,Shopping,Germany,Windows,Transfer,2951.57,2834.03,1,Failed,2025-09-17 21:15:45.554236
1df89181,28.57,McDonalds,Fuel,Germany,Windows,Transfer,438.3,409.73,1,Pending,2025-10-01 19:08:30.709242
7a53e740,15.75,Spotify,Fuel,France,iPhone,Card,9416.49,9400.74,1,Pending,2025-07-19 03:00:02.427693
d358dda3,108.95,Apple,Food,Germany,MacOS,GooglePay,9548.5,9439.55,1,Pending,2025-08-13 20:25:11.259836
396aea2c,66.59,Spotify,Fuel,UK,MacOS,Transfer,351.47,284.88,1,Failed,2025-07-19 08:31:35.138399
597ccd50,122.84,Spotify,Transport,France,MacOS,ApplePay,9297.52,9174.68,1,Pending,2025-07-31 16:50:53.407030
b6cd53c2,108.39,Spotify,Entertainment,Spain,Android,ApplePay,9643.48,9535.09,1,Failed,2025-08-15 16:15:27.020730
af02866d,75.63,Netflix,Fuel,Poland,MacOS,ApplePay,8559.49,8483.86,0,Completed,2025-08-13 11:40:51.828783
1df89181,29.19,Netflix,Subscriptions,Germany,MacOS,GooglePay,8541.14,8511.95,1,Pending,2025-07-20 20:22:22.474961
11170608,10.89,Uber,Subscriptions,UK,Windows,Transfer,3305.84,3294.95,1,Pending,2025-07-17 07:53:25.506554
fd5030c7,92.85,Spotify,Food,France,iPhone,GooglePay,9374.32,9281.47,1,Completed,2025-08-15 01:46:36.424153
4376822d,5.26,IKEA,Transport,France,Android,ApplePay,7021.09,7015.83,1,Failed,2025-08-30 14:41:43.391614
ed662afa,26.97,Zara,Subscriptions,Poland,MacOS,Card,6227.07,6200.1,0,Failed,2025-09-23 18:49:32.860879
1f2e8004,89.22,Apple,Transport,Germany,Android,Card,9902.53,9813.31,1,Pending,2025-09-18 23:50:41.119948
0a21416d,83.49,Starbucks,Fuel,Spain,MacOS,Card,8798.26,8714.77,1,Completed,2025-09-11 12:18:13.590832
11170608,11.42,Apple,Entertainment,UK,Windows,Card,7459.53,7448.11,1,Pending,2025-08-27 07:17:39.450204
859dc5af,144.98,Zara,Shopping,France,iPhone,Card,3723.01,3578.03,1,Completed,2025-10-05 05:08:40.198674
599a00a2,143.23,Starbucks,Entertainment,Poland,iPhone,GooglePay,3077.2,2933.97,0,Completed,2025-09-04 18:23:44.929177
c8dc4a34,110.9,Amazon,Subscriptions,France,iPhone,Transfer,8697.31,8586.41,1,Pending,2025-08-23 11:25:59.820413
fe4639d6,110.83,Zara,Transport,Poland,MacOS,Card,9149.76,9038.93,0,Failed,2025-09-04 15:12:28.429684
8831427f,110.9,Amazon,Food,Spain,iPhone,ApplePay,8023.29,7912.39,1,Failed,2025-08-21 01:18:14.708044
396aea2c,311.16,Zara,Food,Poland,Windows,GooglePay,6569.65,6258.49,0,Completed,2025-10-02 01:32:20.412859
df814d22,137.24,IKEA,Shopping,France,Windows,GooglePay,8922.05,8784.81,1,Completed,2025-08-31 20:46:20.604214
0a01d0d3,119.08,Shell,Fuel,Poland,MacOS,GooglePay,3512.35,3393.27,0,Failed,2025-10-06 23:36:21.346914
1df89181,33.63,Spotify,Subscriptions,UK,iPhone,Card,5867.15,5833.52,1,Failed,2025-09-20 20:58:57.293433
1aec7664,65.79,Starbucks,Subscriptions,Germany,iPhone,Card,552.23,486.44,1,Failed,2025-08-12 11:44:53.270750
a72bf52c,218.88,Netflix,Food,Poland,Android,ApplePay,3008.1,2789.22,0,Failed,2025-07-31 01:44:32.972433
61728892,32.04,Netflix,Subscriptions,UK,Windows,Transfer,5990.17,5958.13,1,Pending,2025-09-02 15:57:17.046635
b6cd53c2,51.68,Zara,Fuel,UK,Windows,Transfer,1445.19,1393.51,1,Pending,2025-10-02 19:01:43.931592
26927edf,145.34,Netflix,Subscriptions,France,MacOS,Card,5317.98,5172.64,1,Failed,2025-08-02 09:05:27.893658
0b2f07b3,37.08,Spotify,Entertainment,UK,iPhone,ApplePay,6304.33,6267.25,1,Pending,2025-09-04 11:23:11.207754
a72bf52c,120.78,Starbucks,Entertainment,Germany,MacOS,ApplePay,1036.41,915.63,1,Failed,2025-08-12 02:22:27.542440
372ed187,82.73,Uber,Transport,Poland,iPhone,GooglePay,5498.22,5415.49,0,Failed,2025-10-04 00:17:52.806554
6e01bbe6,40.9,McDonalds,Entertainment,Spain,Windows,Transfer,6446.81,6405.91,1,Failed,2025-09-03 22:53:47.076882
61728892,41.51,McDonalds,Fuel,Spain,MacOS,Card,7992.82,7951.31,1,Pending,2025-08-18 04:41:50.930905
8b91d2d5,91.19,Zara,Shopping,France,Android,Transfer,2854.16,2762.97,1,Failed,2025-09-19 14:18:26.746218
141fca66,32.45,Uber,Subscriptions,Germany,MacOS,Transfer,448.44,415.99,1,Failed,2025-09-01 14:31:25.647628
af02866d,73.12,IKEA,Fuel,Spain,Android,Card,9633.95,9560.83,1,Failed,2025-09-15 06:01:15.476362
2fe9e4d1,110.3,Spotify,Fuel,Germany,MacOS,Transfer,4207.74,4097.44,1,Failed,2025-08-21 15:10:47.453943
4376822d,131.95,Amazon,Shopping,France,Windows,Transfer,1898.28,1766.33,1,Pending,2025-08-25 02:09:02.383003
2eac0a69,51.5,Uber,Fuel,Spain,MacOS,Transfer,5582.42,5530.92,1,Failed,2025-08-01 18:11:29.068885
61728892,40.8,Zara,Transport,France,Windows,Transfer,7203.04,7162.24,1,Completed,2025-10-10 11:05:04.854910
11266a19,4.35,Starbucks,Shopping,France,iPhone,Transfer,9557.68,9553.33,1,Pending,2025-08-12 15:40:29.592173
7a53e740,135.07,McDonalds,Transport,France,MacOS,Transfer,7431.39,7296.32,1,Pending,2025-09-02 11:58:29.470090
396aea2c,207.33,Zara,Fuel,Germany,Windows,Card,4312.08,4104.75,1,Failed,2025-08-02 22:13:19.806560
1df89181,141.95,Spotify,Entertainment,UK,Android,GooglePay,2627.76,2485.81,1,Completed,2025-09-17 15:00:18.195777
1aec7664,156.01,Amazon,Fuel,Poland,MacOS,GooglePay,341.06,185.05,0,Failed,2025-07-31 04:13:30.203473
372ed187,37.54,Netflix,Shopping,UK,Android,GooglePay,1337.51,1299.97,1,Pending,2025-08-15 23:41:32.429560
fe4639d6,106.63,Starbucks,Fuel,Poland,Android,Transfer,4846.9,4740.27,0,Completed,2025-07-24 21:39:54.620485
19cc3e02,126.48,Shell,Shopping,UK,Android,GooglePay,1158.77,1032.29,1,Pending,2025-09-20 20:45:59.729584
8ad25e98,114.48,Netflix,Fuel,Spain,iPhone,Transfer,1897.38,1782.9,1,Pending,2025-09-19 17:06:17.107710
b1ff94a8,18.54,Shell,Fuel,France,Windows,Transfer,4451.75,4433.21,1,Failed,2025-08-25 16:38:20.347527
2eac0a69,177.94,Netflix,Food,Spain,Windows,ApplePay,6423.92,6245.98,1,Completed,2025-07-16 10:08:36.150183
b6cd53c2,5.81,McDonalds,Fuel,Poland,Windows,ApplePay,643.98,638.17,0,Completed,2025-08-28 21:02:40.378735
4d8fb493,166.48,Zara,Fuel,France,iPhone,GooglePay,5130.74,4964.26,1,Pending,2025-08-25 23:40:28.782709
3861b8ec,6.15,Shell,Subscriptions,Germany,Android,Transfer,8593.6,8587.45,1,Completed,2025-09-10 04:24:57.575212
597ccd50,21.11,Spotify,Entertainment,Poland,iPhone,Card,891.57,870.46,0,Failed,2025-08-05 02:49:32.912765
0a4b2196,107.73,IKEA,Shopping,Germany,iPhone,GooglePay,6495.71,6387.98,1,Failed,2025-10-11 09:02:32.735141
378500e1,84.19,Spotify,Food,Spain,iPhone,ApplePay,9414.26,9330.07,1,Failed,2025-08-19 03:02:42.761577
6e01bbe6,56.88,McDonalds,Entertainment,Poland,iPhone,ApplePay,5839.65,5782.77,0,Pending,2025-09-21 18:03:50.696923
0b2f07b3,175.16,IKEA,Food,Spain,Windows,ApplePay,4690.88,4515.72,1,Completed,2025-08-30 17:24:34.461301
39785e65,5.73,McDonalds,Subscriptions,France,Android,ApplePay,5547.04,5541.31,1,Pending,2025-08-02 19:03:26.496212
af02866d,70.89,Amazon,Fuel,Poland,Android,GooglePay,9619.67,9548.78,0,Failed,2025-10-04 16:12:14.143936
5091aeba,115.3,McDonalds,Shopping,Spain,Windows,GooglePay,9072.44,8957.14,1,Completed,2025-10-01 00:19:31.987566
2eac0a69,96.86,Amazon,Transport,Spain,MacOS,Transfer,897.65,800.79,1,Pending,2025-09-19 17:00:37.945515
c8481689,42.64,IKEA,Entertainment,Poland,Windows,Transfer,3325.96,3283.32,0,Failed,2025-07-20 20:09:13.174554
1aec7664,44.64,Shell,Food,Germany,Windows,ApplePay,1358.02,1313.38,1,Completed,2025-09-15 09:13:13.056610
cf772bdb,130.98,Apple,Fuel,Spain,Android,Transfer,7028.02,6897.04,1,Pending,2025-09-29 03:27:04.855407
3db93137,133.98,Uber,Fuel,Spain,Android,ApplePay,7403.7,7269.72,1,Failed,2025-09-09 18:52:14.267742
b1ff94a8,98.44,Uber,Food,Poland,Android,Card,8074.11,7975.67,0,Pending,2025-08-15 07:34:19.729428
11170608,30.26,IKEA,Transport,UK,Windows,ApplePay,7556.02,7525.76,1,Pending,2025-09-25 08:19:39.713178
689af471,46.39,IKEA,Entertainment,France,Android,ApplePay,8106.98,8060.59,1,Failed,2025-08-16 14:59:59.168088
09c1b42c,78.75,Uber,Subscriptions,France,iPhone,Card,3845.78,3767.03,1,Failed,2025-08-05 15:15:50.822256
738b799d,87.04,Spotify,Transport,Spain,Android,GooglePay,7808.85,7721.81,1,Failed,2025-08-30 16:03:05.591860
e0ee2924,112.83,Starbucks,Shopping,Poland,iPhone,Transfer,8612.44,8499.61,0,Failed,2025-09-22 09:30:58.985790
26927edf,67.87,Zara,Fuel,France,Windows,ApplePay,4404.14,4336.27,1,Pending,2025-10-12 00:27:57.697079
e2d2fe1c,129.52,Uber,Fuel,France,iPhone,Card,1210.61,1081.09,1,Pending,2025-10-10 07:51:17.940332
c5574659,128.81,Spotify,Fuel,France,Windows,Card,9045.02,8916.21,1,Failed,2025-08-10 14:17:58.902085
372ed187,158.33,Netflix,Entertainment,Germany,Android,Card,3336.49,3178.16,1,Completed,2025-07-20 11:15:57.995368
b24b1f7a,81.26,Apple,Entertainment,UK,Android,Card,8976.13,8894.87,1,Completed,2025-08-06 14:41:37.474133
5091aeba,99.45,Zara,Food,Germany,Android,ApplePay,9515.95,9416.5,1,Completed,2025-07-19 01:51:49.905347
7a53e740,72.19,Uber,Transport,France,Windows,Transfer,5819.69,5747.5,1,Completed,2025-08-07 06:23:39.903484
eefbe417,30.91,Zara,Shopping,Spain,iPhone,ApplePay,3073.47,3042.56,1,Pending,2025-08-18 22:39:38.593894
a8da3976,205.54,Amazon,Entertainment,Poland,Android,ApplePay,3420.91,3215.37,0,Completed,2025-09-11 00:11:37.177714
8b761db8,149.49,Amazon,Food,UK,MacOS,Transfer,7957.47,7807.98,1,Failed,2025-09-29 14:09:49.338099
66339b3e,127.5,Uber,Entertainment,Poland,MacOS,Transfer,7938.26,7810.76,0,Completed,2025-09-19 11:38:49.627902
bfb78352,79.27,IKEA,Transport,Spain,Android,Transfer,764.08,684.81,1,Completed,2025-07-28 11:13:02.380125
19cc3e02,26.16,Starbucks,Food,Spain,Windows,Card,5585.38,5559.22,1,Pending,2025-10-08 16:04:40.455837
f3f95961,138.51,McDonalds,Shopping,France,Windows,Transfer,3638.97,3500.46,1,Completed,2025-09-21 12:11:25.173989
d4a6334b,71.18,Netflix,Subscriptions,France,MacOS,GooglePay,1347.26,1276.08,1,Pending,2025-08-17 12:09:52.245363
c8481689,104.78,Zara,Shopping,France,iPhone,GooglePay,6258.54,6153.76,1,Completed,2025-07-31 05:19:42.823073
09c1b42c,46.18,Starbucks,Food,Germany,Windows,Transfer,1191.0,1144.82,1,Failed,2025-07-21 07:35:59.205111
239d56cc,94.7,Spotify,Transport,France,iPhone,Card,913.08,818.38,1,Failed,2025-08-20 07:41:34.285065
4ed96c7d,49.58,Netflix,Food,UK,iPhone,Card,8254.23,8204.65,1,Completed,2025-09-24 07:20:51.097677
c8481689,51.74,McDonalds,Food,France,MacOS,Transfer,1031.41,979.67,1,Completed,2025-10-01 21:34:59.546303
3861b8ec,93.92,Shell,Fuel,Spain,iPhone,ApplePay,9869.07,9775.15,1,Pending,2025-08-04 06:40:09.633277
599a00a2,6.89,Zara,Shopping,Germany,MacOS,GooglePay,8165.44,8158.55,1,Pending,2025-08-06 11:11:42.888057
4ed96c7d,4.45,McDonalds,Fuel,UK,Android,GooglePay,9483.04,9478.59,1,Failed,2025-08-20 12:15:14.998096
5ee76956,36.89,McDonalds,Subscriptions,Germany,Windows,ApplePay,7816.04,7779.15,1,Failed,2025-10-05 18:19:32.654503
fd5030c7,67.19,IKEA,Food,UK,Android,Card,5672.36,5605.17,1,Pending,2025-08-20 19:25:55.998705
69d5c8ed,131.46,IKEA,Subscriptions,UK,MacOS,Card,1289.74,1158.28,1,Pending,2025-08-07 00:09:45.162410
e0ee2924,70.4,Netflix,Fuel,France,Windows,Transfer,5027.73,4957.33,1,Completed,2025-08-08 22:15:43.805816
fd5030c7,78.89,Shell,Subscriptions,UK,MacOS,GooglePay,751.77,672.88,1,Pending,2025-09-12 12:17:11.162301
8ad25e98,62.68,Shell,Fuel,Poland,Windows,ApplePay,1364.42,1301.74,0,Completed,2025-07-22 04:47:18.988413
1df89181,99.36,Spotify,Entertainment,France,Android,Card,7511.24,7411.88,1,Pending,2025-08-21 09:52:33.296375
599a00a2,30.37,Uber,Fuel,Germany,MacOS,Card,5917.01,5886.64,1,Pending,2025-09-20 16:19:51.878415
109c66da,73.47,Apple,Food,Poland,Windows,Transfer,2999.98,2926.51,0,Pending,2025-07-18 14:48:53.798540
